Ano da propositura;Ind. Motivo;Ind. Endereço;Ind. Bairro;Nome;Partido
2008;DESOBSTRUÇÃO DE BOCA DE LOBO E BUEIRO;RUA DUNÁLIA X RUA FORTUNA DE MINAS;JD SANTA MARIA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA DUNÁLIA X RUA FORUTNA DE MINAS;JD SANTA MARIA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA FORTUNA DE MINAS;JD SANTA MARIA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA FORTUNA DE MINAS;JD SANTA MARIA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;PRAÇA JOÃO JESUÍNO TEODORO SILVESTRE, CONFLUÊNCIADAS RUAS EMBIÚ E QUIXABEIRA;JD SANTA MARIA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;PRAÇA JOÃO JESUÍNO TEODORO SILVESTRE, CONFLUÊNCIADAS RUAS EMBIÚ E QUIXABEIRA;JD SANTA MARIA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO DE BOCA DE LOBO E BUEIRO;RUA LANDIRANA;JD SANTA MARIA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA LANDIRANA X RUA DARTRIAL;JD SANTA MARIA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA GASTÃO MADEIRA X RUA VIANÓPOLIS;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA GASTÃO MADEIRA X RUA VIANÓPOLIS;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;PRAÇA GOMES FIGUEIREDO;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;PRAÇA GOMES FIGUEIREDO;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA SAMURAIS X RUA SANTA INÁCIA;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA SAMURAIS X RUA SANTA INÁCIA;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA SAMURAIS X RUA SOBRAL JÚNIOR;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA SAMURAIS X RUA SOBRAL JÚNIOR;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA SAMURAIS;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA SAMURAIS;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA MOREIRA DE VASCONCELOS;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA MOREIRA DE VASCONCELOS;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA SARGENTO AGOSTINHO FERREIRA;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA SARGENTO AGOSTINHO FERREIRA;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA GASTÃO MADEIRA;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA GASTÃO MADEIRA;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA SOBRAL JÚNIOR;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA SOBRAL JÚNIOR;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA IACANGA;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA IACANGA;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;PRAÇA GOMES FIGUEIREDO X RUA GASTÃO MADEIRA;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;PRAÇA GOMES FIGUEIREDO;VILA MARIA ALTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;AV. DO BERIMBAU X RUA SOLDADO DIONÍSIO CHAGAS;JD ANDARAÍ;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;AV. BERIMBAU X RUA SOLDADO DIONÍSIO CHAGAS;JD ANDARAÍ;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA MARECHAL HERMES DA FONSECA;SANTANA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA MARECHAL HERMES DA FONSECA;SANTANA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA TUFI MATTAR;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA TUFI MATTAR;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DEOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;AV. YERVANT KISSAJIKIAN X RUA ANTÔNIO PEDROSO DEOLIVEIRA;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;AV. YERVANT KISSAJIKIAN X RUA ANTÔNIO PEDROSO DEOLIVEIRA;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA HILDEBRANDO FRANK X RUA VIRGÍLIO GONÇALVES LEITE;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA HILDEBRANDO FRANK X RUA VIRGÍLIO GONÇALVES LEITE;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA DOMENICO ANIBAL;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA DOMENICO ANIBAL;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;AV. YERVANT KISSAJIKIAN;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;AV. YERVANT KISSAJIKIAN;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA VIRGÍLIO GONÇALVES LEITE;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA VIRGÍLIO GONÇALVES LEITE;AMERICANÓPOLIS;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA DALVA DE OLIVEIRA X RUA ADONIRAN BARBOSA;ANHANGUERA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA DALVA DE OLIVEIRA X RUA ADONIRAN BARBOSA;ANHANGUERA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA NOEL ROSA X RUA RAUL SEIXAS;ANHANGUERA;ATILA RUSSOMANO;
2008;DERATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA NOEL ROSA X RUA RAUL SEIXAS;ANHANGUERA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA CLARA NUNES X RUA DALVA DE OLIVEIRA;ANHANGUERA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA CLARA NUNES X RUA DALVA DE OLIVEIRA;ANHANGUERA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA LUÍZ GONZAGA;ANHANGUERA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA LUÍZ GONZAGA;ANHANGUERA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA CLARA NUNES;ANHANGUERA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA CLARA NUNES;ANHANGUERA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA NOEL ROSA;ANHANGUERA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA NOEL ROSA;ANHANGUERA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;ESTRADA CORONEL JOSÉ GLADIADOR;ANHANGUERA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;ESTRADA CORONEL JOSÉ GLADIADOR;ANHANGUERA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA CONDE BARCA;PARQUE SÃO LUÍS;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA CONDE BARCA;PARQUE SÃO LUÍS;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA GONÇALO BORGES;VILA MARIRI;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA GONÇALO BORGES;VILA MARIRI;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;AV. GASPAR DE BRITO;VILA MARIRI;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;AV. GASPAR DE BRITO;VILA MARIRI;ATILA RUSSOMANO;
2008;DEOSBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA RODOLFO BARO;VILA MARIRI;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA RODOLFO BARO;VILA MARIRI;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA AGOSTINHO PEREIRA BACELAR;VILA MARIRI;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA AGOSTINHO PEREIRA BACELAR;VILA MARIRI;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA DIOGO PEREIRA PAIS;VILA MARIRI;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA DIOGO PEREIRA PAIS;VILA MARIRI;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA SALVADOR RODRIGUES NEGRÃO;VILA MARIRI;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA SALVADOR RODRIGUES NEGRÃO;VILA MARIRI;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA DOMINGOS FERNANDES DE BOCA DE LOBO E BUEIRO;VILA MARIRI;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA DOMINGOS FERNANDES BITTENCOURT;VILA MARIRI;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA LENÇÓIS;VILA BARUEL;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA LENÇÓIS;VILA BARUEL;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA FELICIANO MENDONÇA;JD SÃO PAULO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA FELICIANO DE MENDONÇA;JD SÃO PAULO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA NABUCO DE ABREU;VILA LOURDES;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA NABUCO DE ABREU;VILA LOURDES;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA PRATES DA FONSECA;VILA LOURDES;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA PRATES DA FONSECA;VILA LOURDES;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA QUINTA DO PAÇO X RUA DOUTOR FERNANDES FIGUEIRA;VILA MARILENA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA QUINTA DO PAÇO X RUA DOUTOR FERNANDES FIGUEIRA;VILA MARILENA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA QUINTA DO PAÇO X RUA COUTINHO E MELO;VILA MARILENA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;QUA QUINTA DO PAÇO X RUA COUTINHO E MELO;VILA MARILENA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA COUTINHO E MELO;VILA AÚREA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA COUTINHO E MELO;VILA ÁUREA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA QUINTA DE PAÇO;VILA MARILENA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA QUINTA DO PAÇO;VILA MARILENA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO DE BOCA DE LOBO E BUEIRO;RUA PROFESSOR ALEXANDRE MONAT;VILA MINERVA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA PROFESSOR ALEXANDRE MONAT;VILA MINERVA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA PROFESSOR ALEXANDRE MONAT X RUA BOM JESUS DAPENHA;VILA MINERVA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA PROFESSOR ALEXANDRE MONAT X RUA BOM JESUS DAPENHA;VILA MINERVA;ATILA RUSSOMANO;
2008;DSOBSTRUÇÃO DE BOCA DE LOBO E BUEIRO;RUA TRISTÃO CAGO;VILA MINERVA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA TRISTÃO CAGO;VILA MINERVA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO DE BOCA DE LOBO E BUEIRO;RUA AMÂNCIO DE MOURA;VILA MINERVA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA AMÂNCIO DE MOURA;VILA MINERVA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA JOSÉ ANTÔNIO DE BRITO;JD CIDADE PIRITUBA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA JOSÉ ANTÔNIO DE BRITO;JD. CIDADE PIRITUBA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;AV. SAPOPEMBA;JD SAPOPEMBA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;AV. SAPOPEMBA;JD. SAPOPEMBA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA;RUA ALONSO PERES;VILA SABRINA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA ALONSO PERES;VILA SABRINA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA;RUA TENENTE SOTOMANO;JD BRASIL;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA TENENTE SOTOMANO;JD BRASIL;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E BUEIRO;RUA CARLOS CALVO;JD BRASIL;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA CARLOS CALVO;JD BRASIL;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO;RUA ALONSO PERES;JD BRASIL;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E BUEIRO;RUA ALONSO PERES;JD BRASIL;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO;RUA FLORIANO DE GODÓI;JD BRASIL;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA FLORIANO DE GODÓI;JD BRASIL;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO;RUA INVASÃO DOS HOLANDESES;VL SABRINA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA INVASÃO DOS HOLANDESES;VL SABRINA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO;RUA PROFESSORA DINA RIZZI;JD AURORA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA PROFESSORA DINA RIZZI;JD AURORA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO;RUA ANTONIO RODRIGUES PASSOS;JD CIDADE PIRITUBA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA ANTONIO RODRIGUES PASSOS;JD CIDADE PIRITUBA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO;RUA JOÃO DE MACEDO RIBEIRO;VL ITAIM;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA JOÃO DE MACEDO RIBEIRO;VL ITAIM;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO;RUA JOÃO DE MACEDO RIBEIRO;VL ITAIM;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA JOÃO DE MACEDO RIBEIRO;VL ITAIM;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO;RUA ITAJUIBE;ITAIM PAULISTA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA ITAJUIBE;ITAIM PAULISTA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO DE BOCA DE LOBO OU BUEIRO;RUA MANUEL DUARTE FERRO;VL ITAIM;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA MANUEL DUARTE FERRO;VL ITAIM;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO DE BOCA DE LOBO OU BUEIRO;RUA MARIA LUISA DE SOUSA;JD SÃO LUIS;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA MARIA LUISA DE SOUSA;JD SÃO LUIS;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO;RUA MATEUS ASOLA;JD CAMARGO NOVO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA MATEUS ASOLA;JD. CAMARGO NOVO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA CACHOEIRA UTUPIRU;VL. ITAIM;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;RUA CACHOEIRA UTURUPI;VL. ITAIM;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA JOÃO DE MACHADO RIBEIRO;VL. ITAIM;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA JOÃO DE MACEDO RIBEIRO;VL. ITAIM;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA CABIXIS;VL. ITAIM;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA CABIXIS;VL. ITAIM;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA MATEUS ASOLA;JD. CAMARGO NOVO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA MATEUS ASOLA;JD. CAMARGO NOVO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;AV. MARECHAL TITO;VL. ITAIM;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;AVENIDA MARECHAL TITO;VL. ITAIM;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA FLORIANO DE GODÓI;JD. BRASIL;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA FLORIANO DE GODÓI;JD. BRASIL;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA SÃO JOÃO DAS DUAS BARRAS;VL. CARMOSINA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA SÃO JOÃO DAS DUAS BARRAS;VL. CARMOSINA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA TOREIROS;VL. CARMOSINA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA TOREIROS;VL. CARMOSINA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA BAIXADA SANTISTA;ITAQUERA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA BAIXADA SANTISTA;ITAQUERA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA LAGOA DO COMPLEXO;ITAQUERA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA LAGOA DO CAMPELO;ITAQUERA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA PROFESSOR CARDOSO RANGEL;PQ. SÃO PAULO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA PROFESSOR CARDOSO RANGEL;PQ. SÃO PAULO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA DOUTOR JACI BARBOSA;VL. CARRÃO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA DOUTOR JACI BARBOSA;VL. CARRÃO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA CAMILO MAZZA;VL. CARRÃO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA CAMILO MAZZA;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA SANTO AGOSTINHO DO CARRÃO;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA SANTO AGOSTINHO DO CARRÃO;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA SANTO PERUSSI;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA SANTO PERUSSI;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA PEDRO MALAQUIAS;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA PEDRO MALAQUIAS;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA PEDRO MALAQUIAS;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA PEDRO MALAQUIAS;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA PEDRO MALAQUIAS;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA PEDRO MALAQUIAS;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA COMENDADOR GIL PINHEIRO;VILA CARRÃO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO;RUA COMENDADOR GIL PINHEIRO;VILA CARRÃO;ATILA RUSSOMANO;
2008;"ALTERAÇÃO NO VALOR ""PER CAPITA"" E ADICIONALBERÇÁRIO";CRECHES E CEI DA REDE CONVENIADA DA CIDADE DE SÃOPAULO;;JOSÉ ROLIM DA SILVA;
