Ano da propositura;Ind. Motivo;Ind. Endereço;Ind. Bairro;Nome;Partido
2008;OPERAÇÃO TAPA BURACO;RUA JOÃO ANTONIO ANDRADE;PARQUE BOTURUSSU;ATILA RUSSOMANO;
2008;OPERAÇÃO TAPA BURACO;RUA FÁBIO JOSÉ BEZERRA;PQ.BOTURUSSU;ATILA RUSSOMANO;
2008;REPINTURA DE LOMBADA;RUA MARIETA XAVIER;VILA LONDRINA;ATILA RUSSOMANO;
2008;TROCA DE LÂMPADAS;RUA MARIETA XAVIER;VILA LONDRINA;ATILA RUSSOMANO;
2008;CAPINAGEM EM CALÇADAS E/OU RUAS;RUA MARIETA XAVIER;VILA LONDRINA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/O BUEIRO;RUA MARIETA XAVIER;VILA LONDRINA;ATILA RUSSOMANO;
2008;MABUENÇÃO E REFORMA DE BOCA DE LOBO E/O BUEIRO;RUA MARIETA XAVIER;VILA LONDRINA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;RUA MARIETA XAVIER;VILA LONDRINA;ATILA RUSSOMANO;
2008;LIMPEZA DE PRAÇAS E JARDINS;PRAÇA BARÃO DE SAIÇÃ;VILA LONDRINA;ATILA RUSSOMANO;
2008;REURBANIZAÇÃO DE PRAÇA OU JARDIM;PRAÇA BARÃO DE SUIÇÃ;VILA LONDRINA;ATILA RUSSOMANO;
2008;ESTUDO PARA IMPLANTAÇÃO E/OU READEQUAÇÃO DE ILUMINAÇÃO PÚBLICA EM PRAÇAS E JARDINS;PRAÇA BARÃO DE SUIÇÃ;VILA LONDRINA;ATILA RUSSOMANO;
2008;OPERAÇÃO TAPA BURACO;PRAÇA BARÃO DE SUIÇÃ;VILA LONDRINA;ATILA RUSSOMANO;
2008;RETIRADA E REMOÇÃO DE LIXO E/OU ENTULHO;PRAÇA BARÃO DE SAIÇÃ;VILA LONDRINA;ATILA RUSSOMANO;
2008;REMOÇÃO DE VEÍCULO ABANDONADO EM VIAS PÚBLICAS;PRAÇA BARÃO DE SAIÇÃ;VILA LONDRINA;ATILA RUSSOMANO;
2008;CAPINAGEM EM CALÇADAS E/OU RUA;RUA CAMBRI;VILA LONDRINA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA CAMBRI;VILA LONDRINA;ATILA RUSSOMANO;
2008;MENUTENÇÃO E REFORMA DE BOCA DE LOBO E/OU BUEIRO;RUA CAMBRI;VILA LONDRINA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;RUA CAMBRI;VILA LONDRINA;ATILA RUSSOMANO;
2008;OPERAÇÃO TAPA BURACO;RUA CAMBRI;VILA LONDRINA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA OXFORD;VILA LONDRINA;ATILA RUSSOMANO;
2008;MANUETNÇÃO E REFORMA DE BOCA DE LOBO E/OU BUEIRO;RUA OXFORD;VILA LONDRINA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;RUA OXFORD;VILA LONDRINA;ATILA RUSSOMANO;
2008;OPERAÇÃO TAPA-BURACO;RUA OXFORD;VILA LONDRINA;ATILA RUSSOMANO;
2008;CAPINAGEM EM CALÇADAS OU RUA.;RUA OXFORD;VILA LONDRINA;ATILA RUSSOMANO;
2008;RETIRADA E REMOÇÃO DE LIXO OU ENTULHO;RUA OXFORD;VILA LONDRINA;ATILA RUSSOMANO;
2008;PODA DE ÁRVORE;RUA CAMBRI;VILA LONDRINA;ATILA RUSSOMANO;
2008;CAPINAGEM EM CALÇADAS OU RUA.;RUA BANGUE;VILA LONDRINA;ATILA RUSSOMANO;
2008;MANUTENÇÃO E REFORMA DE GUIAS E SARJETAS.;RUA BANGUE;VILA LONDRINA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO.;RUA BANGUE;VILA LONDRINA;ATILA RUSSOMANO;
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO.;RUA BANGUE;VILA LONDRINA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO.;RUA BANGUE;VILA LONDRINA;ATILA RUSSOMANO;
2008;TROCA DE LÂMPADAS.;RUA BRITA;VILA LONDRINA;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA D ELOBO;RUA BRITA;VILA LONDRINA;ATILA RUSSOMANO;
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO.;RUA BRITA;VILA LONDRINA;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO.;RUA BRITA;VILA LONDRINA;ATILA RUSSOMANO;
2008;CAPINAGEM;RUA BRITA;VILA LONDRINA;ATILA RUSSOMANO;
2008;RETIRADA E REMOÇÃO DE LIXO;RUA BRITA;VILA LONDRINA;ATILA RUSSOMANO;
2008;OPERAÇÃO TAPA-BURACO;RUA CABO OSCAR ROSSINI;PARQUE NOVA MUNDO;ATILA RUSSOMANO;
2008;TROCA DE LAMPADAS;RUA DONA MARIA QUEDAS;PARQUE NOVO MUNDO;ATILA RUSSOMANO;
2008;SUBSTITUIÇÃO DE POSTES DE MADEIRA POR POSTES DE CONCRETO;AVENIDA TENENTE AMARO FELÍCÍSSIMO DA SILVEIRA;PQ. NOVO MUNDO;ATILA RUSSOMANO;
2008;OPERAÇÃO TAPA BURACO;AV.TENENTE AMARO FELICÍSSIMO DA SILVEIRA;PQ. NOVO MUNDO;ATILA RUSSOMANO;
2008;READEQUAÇÃO DE SINALIZAÇÃO HORIZONTAL E VERTICAL;RUA EUREKA;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;READEQUAÇÃO DE ILUMINAÇÃO PÚBLICA EM VIAS PÚBLICAS;RUA SOLDADO PAULO TANSINI;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;OPERAÇÃO TAPA BURACO;RUA SOLDADO PAULO TANSINI;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA SOLDADO PAULO TANSINI;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO E/OU BUEIRO;RUA SOLDADO PAULO TANSINI;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;RUA SOLDADO PAULO TANSINI;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA SOLDADO PAULO TANSINI;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;MENUTENÇÃO E REFORMA DE BOCA DE LOBO E/OU BUEIRO;RUA SOLDADO PAULO TANSINI;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃODE BOCA DE LOBO E/OU BUEIRO;RUA SOLDADO PAULO TANSINI;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;ALAMEDA PRIMEIRO SARGENTO BASÍLIO NOGUEIRA DA COSTA;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO E/OU BUEIRO;ALAMEDA PRIMEIRO SARGENTO BASÍLIO NOGUEIRA DA COSTA;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;ALAMEDA PRIMEIRO SARGENTO BASÍLIO NOGUEIRA DA COSTA;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;OPERAÇÃO TAPA BURACO;AV.TENENTE AMRO FELICÍSSIMO DA SILVEIRA;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;READEQUADAÇÃO DE SINALIZAÇÃO HORIZONTAL E VERTICAL;ALAMEDA PRIMEIRO SARGENTO BASÍLIO NOGUEIRA DA COSTA;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;MANUTENÇÃO E RECOLAÇÃO DE GUIA E SARJETA;ALAMEDA PRIMEIRO SARGENTO BASÍLIO NOGUEIRA DA COSTA;PQ.NOVO MUNDO;ATILA RUSSOMANO;
2008;OPERAÇÃO TAPA BURACO;RUA JERÔNIMODE BARROS;CIDADE LÍDER;ATILA RUSSOMANO;
2008;PODA DE ÁRVORE;RUA JERÔNIMO DE BARROS;CIDADE LÍDER;ATILA RUSSOMANO;
2008;READEQUADAÇÃO DE SINALIZAÇÃO HORIZONTAL E VERTICAL;RUA JERÔNIMO DE BARROS;CIDADE LÍDER;ATILA RUSSOMANO;
2008;VAZAMENTO DE ÁGUA NO LOGRADOURO PÚBLICO;RUA JERÔNIMO DE BARROS;CIDADE LÍDER;ATILA RUSSOMANO;
2008;OPERAÇÃO TAPA-BURACO;RUA JERÔNIMO DE BARROS;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;READEQUAÇÃO DE SINALIZAÇÃO HORIZONTAL E VERTICAL.;RUA JERÔNIMO DE BARROS;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;REGULARIZAÇÃO DE PASSEIO PÚBLICO.;RUA JERÔNIMO DE BARROS;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;READEQUAÇÃO DE SINALIZAÇÃO HORIZONTAL E VERTICAL.;RUA RAFAEL DA SILVA E SOUZA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA-BURACO.;RUA RAFAEL DA SILVA E SOUSA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO.;RUA RAFAEL DA SILVA E SOUZA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA D ELOBO.;RUA RAFAEL DA SILVA E SOUZA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO;RUA RAFAEL DA SILVA E SOUZA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA-BURACO;RUA RAFAEL DA SILVA E SOUZA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;FISCALIZAÇÃO DE USO E OCUPAÇÃO DE SOLO.;AV MARIA LUIZA AMERICANO;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO DE TELEFONE PÚBLICO.;RUA GENGIBIRA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;FISCALIZAÇÃO DE USO E OCUPAÇÃO DE SOLO.;RUA ADÉLIA SEBASTIANA DE LIMA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA-BURACO;RUA GENGIBIRA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;PODA DE ÁRVORE;PÇA MIGUEL PEDROSO LIMA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO.;RUA GENGIBIRA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO OU BUEIRO.;RUA GENGIBIRA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO.;RUA GENGIBIRA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO.;PÇA MIGUEL PEDROSO LIMA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO OU BUEIRO.;PÇA MIGUEL PEDROSO LIMA;DIADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO;PÇA MIGUEL PEDROSO LIMA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;CAPINAGEM EM GERAL.;PÇA MIGUEL PEDROSO LIMA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;REURBANIZAÇÃO DE PRAÇA OU JARDIM.;PÇA MIGUEL PEDROSO LIMA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RETIRADA E REMOÇÃO DE LIXO OU ENTULHO.;PÇA MIGUEL PEDROSO LIMA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;FISCALIZAÇÃO DE USO E OCUPAÇÃO DE SOLO.;AV LIDER;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;FISCALIZAÇÃO DE USO O OCUPAÇÃO DE SOLO.;RUA GENGIBIRA;CIDADE LIDER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA D ELOBO.;RUA ASTRO;TATUAPÉ;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA D ELOBO.;RUA ASTRO;TATUAPÉ;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO;RUA ASTRO;TATUAPÉ;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA-BURACO;RUA ASTRO;TATUAPÉ;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RECAPEAMENTO ASFALTICO EM VIAS.;RUA SÃO BERNARDO;CIDADE MÃE DO CÉU;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;REMOÇÃO OU PODA DE PARVORE.;PÇA DOUTOR HERÁCLITO CORREA DE FREITAS NETO;VILA PRUDENTE;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO.;RUA HELENA DOS SANTOS;JD BRASILIA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO.;RUA HELENA DOS SANTOS;JD BRASILIA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO.;RUA HELENA DOS SANTOS;JD BRASILIA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO.;RUA INÁCIO VITÓRIO ZUASNABAR;JD FERNANDES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO.;RUA INÁCIO VITÓRIO ZUASNABAR;JD FERNANDES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO.;RUA INÁCIO VITÓRIO ZUASNABAR;JD FERNANDES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RECAPEAMENTO ASFALTICO EM VIAS PÚBLICAS.;RUA INÁCIO VITÓRIO ZUASNABAR;JD FERNANDES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;ESTUDO PARA IMPLANTAÇÃO OU READEQUAÇÃO DE ILUMINAÇÃO PÚBLICA.;RUA INÁCIO VITÓRIO ZUASNABAR;JD FERNANDES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;PAVIMENTAÇÃO ASFALTICA.;RUA TRES FRONTEIRAS;JD PERI;CARLOS ALBERTO Q. BEZERRA JR.;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2008;VAZAMENTO;RUA PARTICULAR;LAUZANE PAULISTA;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;INSTALAÇÃO DE PLACA PROIBIDO ESTACIONAR CAMINHÕES.;RUA FEITIÇO DA VILA;CHÁCARA SANTA MARI;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;RUA DE LAZER.;TRAVESSA MARIA IZABEL NOVAIS BRAGA;JD DAS ROSAS;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;INSTALAÇÃO DE SEMÁFORO.;ENTRE AS RUAS DOM RODRIGO SANCHES E RUA JOÃO CRUZE SOUZA.;JD AMÁLIA;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;ILUMINAÇÃO NO ESCADÃO.;ESTRADA DOS CABREÚVAS;JD ITOCHI;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;RECAPEAMENTO;RUA MADRE MARIA VILLAC;PIRITUBA;ELISEU GABRIEL DE PIERI;PARTIDO SOCIALISTA BRASILEIRO
2008;ALTERAR A LOCALIZAÇÃO DO TELEFONE PÚBLICO.;RUA TOMAZ VELASCO;JD DAS ESMERALDAS;ANTONIO DONATO MADORMO;PARTIDO DOS TRABALHADORES
2008;VISTORIA NA E.E. JOSÉ DUARTE JUNIOR;RUA DOMINGOS FAUSTINO SARMIENTO;JARDIM ALPINO;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;INSTALAÇÃO DE TELEFONE PÚBLICO;RUA DEMAS ZITTO, 275;PARQUE RESIDENCIAL COCAIA;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;SOLICITA A DENOMINAÇÃO DA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL EMEF JD SANTA TEREZA, PARA EMEF CEL;;;CLAUDIO ROBERTO B. DE SOUZA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
2008;LIMPEZA PÚBLICA;RUA ALGARD;JD SÃO BENTO NOVO;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;LIMPEZA E CAPINAÇÃO EM PRAÇA.;RUA JUVENAL DE JEUSALÉM;JD STA FÉ;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;INSTALAÇÃO DE LIXEIRA COMUNITÁRIA.;RUA VIRGILIO GONÇALVES LEITE;AMERICANÓPOLIS;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;PAVIMENTAÇÃO;VIELA 7, ESQ C/ RUA VIRGILIO GONÇALVES LEITE.;AMERICANÓPOLIS;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;ALTERAÇÃO DE SENTIDO ÚNICO.;RUA EUGÊNIA BRESSER;JAÇANÃ;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;RESTAURAÇÃO DE VALETA;RUA DOS PLEIADES;JD AMÁLIA;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;RETIRADA DE LIXO.;RUA AUGUSTE CLESINGER;PARQUE IMPERIAL;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ILUMINAÇÃO PÚBLICA;RUA DA ASSEMBLEIA;SANTA TERESINHA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ILUMINAÇÃO PÚBLICA;RUA DAS ARVORES;SANTA TERESINHA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ILUMINAÇÃO PÚBLICA;RUA PRIMAVERA;GUACURI;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;SOLICITA VAGA DE DEFICIENTE FISICO.;RUA PEREIRA STEFANO, 32;VILA SAÚDE;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;SOLICITA VAGA DE DEFICIENTE FISICO.;RUA PEREIRA STEFANO, 32;VILA SAÚDE;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;CONSTRUIR PISTA DE CAMINHADAS AO LONGO DA ORLA DAREPRESA BILLINGS.;;;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;INSTALAÇÃO DE BASE MÓVEL DA POLÍCIA MILITAR.;RUA CÓRREGO AZUL;BALNEÁRIO MAR PAULISTA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ILUMINAÇÃO PÚBLICA NA ORLA DA REPRESA BILING.;;BALNEÁRIO MAR PAULISTA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REFORMA DE CALÇADAS.;BALNEÁRIO MAR PAULISTA;;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;PAVIMENTAÇÃO;RUA MARIANA BORGES;BALNEÁRIO MAR PAULISTA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;IMPLANTAÇÃO DE MÃO ÚNICA.;RUA BARBOSA LOPES;CHÁCARA SANTO ANTONIO;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;RETIRADA DE ENTULHO;VIELA SOCIALISTA;GUACURI;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REGULARIZAR CÓDIGO DE ENDEREÇAMENTO POSTAL.;;SANTA TERESINHA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REGULARIZAÇÃO DE CEP;VIELA SOCIALISTA;GUACURI/PEDREIRA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REGULARIZAÇÃO DE CEP.;RUA DA ASSEMBLEIA;SANTA TERESINHA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;RECAPEAMENTO AFALTICO;RUA SAMAMBAIA;JD ROSEIRA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;AFALTO;RUA MINERVA;PERDIZES;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;PODA DE ÁRVORE;RUA DOS HOLANDESES;MORRO DOS INGLESES;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REPARO EM OBRAS;PÇA N S DA PENHA;PENHA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REPARO EM OBRAS;LARGO DO ROSÁRIO, 20;PENHA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REPARO EM OBRAS;RUA PADRE JOÃO;PENHA DE FRANÇA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REPARO EM OBRAS DE CALÇADAS.;AV PENHA DE FRANÇA;PENHA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REPARO EM OBRAS DE CALÇADAS.;RUA DR JOÃO RIBEIRO;PENHA DE FRANÇA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;CONSTRUÇÃO DE AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JARDIM CAMPOS;;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;CONSTRUÇÃO DE CAPS - CENTRO DE APOIO PSICOSSOCIAL;VILA CURUÇÁ;;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;CONSERTO DE CALÇADA.;AV JURUCÊ;INDIANÓPOLIS;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;CANALIZAÇÃO DE CÓRREGO.;ESTRADA DO ALVARENGA;PEDREIRA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;RETIRADA DE ÁRVORE;AV JURUCÊ;INDIANÓPOLIS;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;RECAPEAMENTO;RUA PIRAQUARA;JD NORDESTE;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REDE DE ESGOTO.;RUA ANTONIO DA ROCHA MATTOS FILHO;JD VISTA ALEGRE;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ILUMINAÇÃO PÚBLICA;TRAVESSA DA RUA SOCIALISTA;GUACURI;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ILUMINAÇÃO PÚBLICA;VIELA DOS AMIGOS;GUACURI;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ILUMINAÇÃO PÚBLICA;VIELA TANCREDO NEVES;GUACURI;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ILUMINAÇÃO PÚBLICA;VIELA QUINZE DE NOVEMBRO;GUACURI;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ILUMINAÇÃO PÚBLICA;VIELA SÃO PAULO;GUACURI;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ILUMINAÇÃO PÚBLICA;VIELA SEIS DE DEZEMBRO;GUACURI;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;CORREÇÃO DE NUMERAÇÃO;AV ANTONIO MANOGRASSO;VILA FORMOSA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REVITALIZAÇÃO DE PRAÇA PÚBLICA;PÇA BRASIL PARA CRISTO;VILA DALILA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;INSTALAÇÃO DE ILUMINAÇÃO PÚBLICA;VIELA EURIDES LOPES ALBUQUERQUE;VILA PERUS;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;RECAPEAMENTO ASFALTICO;RUA ARBELA;ERMELINO MATARAZZO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;RECAPEAMENTO ASFALTICO;RUA TERRA BRASILEIRA;ERMELINO MATARAZZO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;RECAPEAMENTO ASFALTICO;RUA PARATILIM;ERMELINO MATARAZZO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;RECAPEAMENTO;RUA SUBRAGI;ERMELINO MATARAZZO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;INSTALAÇÃO DE ILUMINAÇÃO PÚBLICA;RUA OUTEIRO DA GLÓRIA;SÃO MIGUEL PAULISTA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;INSTALAÇÃO DE LIXEIRAS;RUA JONAS EUDOQUE DOS SANTOS;JD SANTO ELIAS;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;INSTALAÇÃO DE ILUMINAÇÃO PÚBLICA;PÇA SANTO ELIAS;JD SANTO ELIAS;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REFORMA DE PRAÇA PÚBLICA;PÇA SANTO ELIAS;JD SANTO ELIAS;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;COLETA DE LIXO;RUA JONAS EUDOQUE DOS SANTOS;JD SANTO ELIAS;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REMOÇÃO DE ÁRVORE;RUA LEONARDO PISA;JD COIMBRA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REFORMA D ESCADÃO;ESCADÃO QUE LIGA A AV MENDONÇA DRUMOND À RUA LUPIANÓPOLIS;JD MARINGÁ;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REVITALIZAÇÃO DE PRAÇA PÚBLICA;PÇA NOSSA SENHORA DA GUIA;JD MARINGÁ;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
